Word,Length,Age_Of_Acquisition,LDT
amphetamine,11,15.53,886.48
amphetamines,12,15.53,1170.609
amphibian,9,8.33,833.111
amphibious,10,10.88,965.923
amphitheater,12,11.84,898.63
ample,5,11.63,695.2810000000001
amplification,13,11.4,811.9309999999999
amplified,9,12.06,727.531
amplifier,9,11.35,766.9689999999999
amplifiers,10,11.35,743.633
amplify,7,12.06,625.125
amplifying,10,12.06,773.871
amplitude,9,12.44,694
amputate,8,9.6,801.8149999999999
amputated,9,9.6,801.2330000000001
amputation,10,11.89,813.741
amputee,7,11,887.818
amuck,5,11.18,965.333
amulet,6,11.53,783.913
amulets,7,11.53,886.05
amuse,5,9,749.3639999999999
amused,6,7.83,634.226
amusement,9,8.79,782.097
amusements,10,8.79,864.7740000000001
amusing,7,8.44,640.3439999999999
an,2,2.893,648.618
anachronism,11,14.3,931.174
anachronisms,12,14.3,1041.381
anaconda,8,10.06,828.69
anacondas,9,10.06,1000.625
anaerobic,9,13.12,1088.852
anaesthetize,12,14.18,1050.938
anagram,7,11.38,802.3449999999999
anal,4,13.17,689.9
analeptic,9,15.6,1005
analogies,9,11.33,771.2
analogous,9,14.4,789.516
analogy,7,11.33,657.606
analyses,8,11.32,783.031
analysis,8,11.32,684.909
analyst,7,11.75,745.5
analysts,8,11.75,784.229
analytic,8,12.61,796.182
analytical,10,12.44,832.938
analyzable,10,11.27,1069.045
analyze,7,11.39,573.0649999999999
analyzed,8,11.39,642.5880000000001
analyzer,8,11.37,793.2669999999999
analyzes,8,11.39,744.333
analyzing,9,11.39,656.818
anarchic,8,14.15,987.889
anarchism,9,12.46,948.92
anarchist,9,12.63,790.3209999999999
anarchy,7,13.94,747.4119999999999
anatomic,8,12.53,837.885
anatomical,10,12.05,853.419
anatomy,7,11.94,721
ancestor,8,8.61,662.333
ancestors,9,9.006,701.029
ancestral,9,11.21,816.7330000000001
ancestry,8,10.11,721.1880000000001
anchor,6,5.72,610.515
Anchorage,9,12,754.7880000000001
anchored,8,5.72,678.424
anchoring,9,5.72,760.939
anchorman,9,8.06,941.1
anchors,7,5.72,669.6880000000001
anchovy,7,9.32,992.6
ancient,7,8.26,624.091
ancients,8,8.26,814.906
ancillary,9,13.78,783
and,3,4.57,631.735
androgynous,11,15.8,772.529
anecdotal,9,12.47,859.75
anecdote,8,14.33,781.48
anecdotes,9,14.33,806.885
anemia,6,12,834.5519999999999
anemic,6,13.42,807.143
anemone,7,13.07,791.333
anesthetic,10,13.05,900.871
anesthetics,11,13.05,925.161
anesthetized,12,12.78,1024.762
anew,4,10.58,758.692
angel,5,4,636.559
angelic,7,8.33,773.2
angels,6,4,621.1519999999999
anger,5,6,604.242
angered,7,6,697
angle,5,8.05,620.9409999999999
angler,6,11.53,732.2800000000001
angles,6,8.05,635.97
angling,7,8.05,927.077
Anglophile,10,17.11,1319.3639999999998
Angora,6,15.12,910
angriest,8,4.45,975.833
angry,5,4.45,559.97
angst,5,13.12,689.211
anguish,7,11.54,810.094
anguished,9,12.06,847.968
angular,7,11.32,855.968
animal,6,2.89,619.879
animals,7,2.89,643.906
animate,7,8.53,690.324
animated,8,7,717.1469999999999
animation,9,8.53,748.176
animosity,9,12.58,841.226
anion,5,13.44,781.143
ankle,5,4.89,637.394
ankles,6,4.89,658.484
anklet,6,9.06,677.8969999999999
annals,6,14.27,847.8459999999999
annex,5,12.53,694.8119999999999
annexation,10,13.85,866.143
annihilate,10,11.32,1044.571
annihilation,12,12.06,929.208
anniversaries,13,7.33,900.143
anniversary,11,7.33,847.182
annotate,8,15.12,815.9659999999999
announce,8,9.48,643.531
announced,9,9.48,712.875
announcement,12,7.75,746.414
announcements,13,7.75,824.2810000000001
announcer,9,6.85,690.433
announcers,10,6.85,763.3549999999999
announces,9,9.48,770.257
announcing,10,9.48,772.906
annoy,5,7.22,650.03
annoyance,9,9.47,757.097
annoyances,10,9.47,843.448
annoyed,7,7.72,725.3669999999998
annoying,8,6.52,631.939
annoys,6,7.22,725
annual,6,9.26,723.172
annuity,7,15.88,793.909
annul,5,12.65,986.143
annulment,9,12.37,1070.211
annunciation,12,12,996.75
anode,5,15,754.8669999999998
anoint,6,9.25,823.5830000000001
anomalies,9,12.44,984.05
anomalous,9,15.1,896.15
anomaly,7,12.44,863.6669999999999
anonymity,9,13.44,1094.92
anonymous,9,10.26,737.6880000000001
anorexia,8,13.11,888
another,7,5.049,608.3439999999999
answer,6,5.43,572.097
answerable,10,9.35,718.097
answered,8,5.43,698.735
answering,9,5.43,699.515
answers,7,5.43,634.6880000000001
ant,3,4.32,592.871
antacid,7,12.89,758.8459999999999
antagonism,10,11.81,946.333
antagonist,10,11.17,808.0319999999999
antagonistic,12,13.94,955.897
antagonists,11,11.17,835.303
antagonize,10,12.28,790.6669999999999
ante,4,11.699,877.333
anteater,8,8.5,952.938
antecedent,10,15.29,818
antecedents,11,15.29,920.133
antechamber,11,15.77,946.308
antelope,8,8.39,711.129
antenna,7,7.05,726.3639999999999
antennae,8,7.05,853.0740000000001
antennas,8,7.05,775.933
anterior,8,14.12,805.792
anteroom,8,15.58,953
anthem,6,9.44,748.545
anthems,7,9.44,755.2760000000001
anthill,7,7,835.9569999999999
anthology,9,14.47,813.5669999999999
anthrax,7,14.26,725
anthropoid,10,14.33,927.593
anthropological,15,14.88,819.2669999999999
anthropologist,14,12.56,902.706
anthropologists,15,12.56,903.63
anthropology,12,14.61,882.581
antiaircraft,12,12.06,1273.1329999999998
antibiotic,10,9.53,836.258
antibiotics,11,9.55,788.8439999999999
antibodies,10,12.47,657.471
antibody,8,12.47,744.1519999999999
antic,5,11.65,711.636
anticipate,10,10.6,764.7880000000001
anticipated,11,10.6,683.0319999999999
anticipates,11,10.6,763.515
anticipating,12,10.6,765.5669999999999
anticipation,12,10,818.938
anticipations,13,10,811.875
anticipatory,12,13.94,963.292
anticlimax,10,14.88,1057.045
anticoagulation,15,16.36,1151.188
antics,6,9.56,827
antidote,8,10.11,758.586
antifreeze,10,10.05,799.182
antihistamine,13,12.93,1015.526
antimatter,10,14.84,957.333
antipathy,9,13.25,862.9169999999999
antipersonnel,13,12.95,1063.8
antiquated,10,13.57,926.952
antique,7,8.05,679.515
antiques,8,11.05,692.143
antiquities,11,13.18,831.577
antiquity,9,13.18,826.0419999999999
antiseptic,10,9.95,831.903
antiserum,9,13.8,1523.75
antislavery,11,11.06,884.9669999999999
antisocial,10,11.47,939.862
antitank,8,13.8,1109.4
antithesis,10,13.38,863.107
antitoxin,9,13.57,1049.1
antitrust,9,14.88,918.034
antler,6,6.39,789.1940000000001
ants,4,4.32,547.886
anus,4,11.17,797.148
anvil,5,10.79,772.762
anxieties,9,8.17,921.758
anxiety,7,8.17,608.697
anxious,7,10.21,598.765
any,3,5.998,647.1880000000001
anybody,7,5.113,658.353
anyhow,6,7.746,859.618
anyone,6,5.359,719.75
anything,8,6.115,659.594
anyway,6,6.307,602.241
anyways,7,6.307,672.7940000000001
aorta,5,13.06,798.3
Apache,6,10.5,789.516
Apaches,7,10.5,822.115
apart,5,6.637,617.968
apartheid,9,15.44,914.174
apartment,9,7.8,637.4689999999999
apartments,10,6.56,702.882
apathetic,9,14.6,816.571
apathy,6,14.21,654.097
ape,3,5.89,620.382
aperitif,8,15.22,887.333
aperture,8,14.92,800.4119999999999
apex,4,12.58,681.2080000000001
aphasia,7,16.62,862.5619999999999
aphid,5,10.7,857.6669999999999
aphorism,8,16.2,729.5559999999999
aphrodisiac,11,13.32,798.545
apiary,6,15.31,1029.5
apocalypse,10,12.78,932.88
apogee,6,17,779.4
Apollonian,10,15.36,918.7
apologetic,10,9.8,842.387
apologies,9,5.56,761.4119999999999
apologist,9,12.36,734.913
apologize,9,5.67,722.1669999999999
apologized,10,5.67,690.645
apology,7,5.56,678.939
apoplexy,8,15.5,694
apostle,7,9.5,699.645
apostles,8,9.5,787.296
apostrophe,10,8.39,945.935
apothecary,10,14.47,905.148
appalled,8,11.53,806.581
appalling,9,12.21,700.5669999999999
apparatus,9,10.9,781.034
apparel,7,10.8,675.724
apparent,8,10.25,620.1880000000001
apparition,10,11.94,894.429
appeal,6,10.21,568.394
appealed,8,10.21,695.71
appeals,7,10.21,719.03
appear,6,6.67,599.531
appearance,10,8.83,654.059
appearances,11,8.83,714.129
appeared,8,6.67,663.0609999999999
appearing,9,6.67,702.4689999999999
appears,7,6.67,584.176
appease,7,11.78,735.586
appeased,8,11.78,740.161
appeasement,11,13.11,880.88
appeasing,9,11.78,866.906
appellant,9,14.2,915.667
appellate,9,13.5,907.478
append,6,13.287,717.548
appendage,9,11.58,865.8569999999999
appendages,10,11.58,763.182
appendectomy,12,11.93,1010.15
appendicitis,12,12,890.55
appendix,8,10.56,648.618
appendixes,10,10.56,764.655
appetite,8,8.83,678.8
appetites,9,8.83,788
appetizer,9,9.06,682.091
appetizing,10,10.74,821.033
applaud,7,7.1,707.0649999999999
applauded,9,7.1,761.939
applauding,10,7.1,735.0619999999999
applause,8,6.2,611.375
apple,5,4.15,618.531
apples,6,4.15,621.529
appliance,9,8.78,697.382
appliances,10,8.78,669.758
applicable,10,13.37,739.697
applicant,9,11.78,600.375
applicants,10,11.78,680.613
application,11,9.39,701.182
applications,12,9.39,706.697
applicator,10,10.74,738.8389999999999
applied,7,9.21,671.636
applies,7,9.21,660.7330000000001
apply,5,9.21,615.559
applying,8,9.21,623.382
appoint,7,10.29,803.655
appointed,9,10.29,628.875
appointee,9,13.53,835.24
appointees,10,13.53,856.423
appointing,10,10.29,722.394
appointment,11,7.53,740.176
appointments,12,7.53,702.1880000000001
appoints,8,10.29,932.697
appraisal,9,12.94,738.31
appraisals,10,12.94,860.4830000000001
appraise,8,14.52,684.677
appraised,9,14.52,667.206
appraisers,10,13.05,788.31
appraising,10,14.52,718.4689999999999
appreciable,11,10.17,840.875
appreciate,10,8.8,776.0649999999999
appreciated,11,8.8,750.353
appreciates,11,8.8,842.226
appreciating,12,8.8,822.484
appreciation,12,8.5,802.677
appreciations,13,8.5,851.586
appreciative,12,9.94,789.394
apprehend,9,11.47,786.643
apprehended,11,11.47,821.875
apprehension,12,11.25,790.893
apprehensions,13,11.25,928.033
apprehensive,12,11.45,932.844
apprentice,10,10.58,746.8439999999999
apprentices,11,10.58,908.606
apprenticeship,14,14.4,977.375
apprise,7,14.31,731.16
approach,8,8.5,667.094
approachable,12,10,915.414
approached,10,8.5,726.2940000000001
approaches,10,8.5,664.394
approaching,11,8.5,659.3639999999999
approbation,11,15.23,882.5619999999999
appropriate,11,9.16,722.545
appropriated,12,9.16,861.935
appropriateness,15,10.44,1178.231
appropriation,13,12.94,920.8
appropriations,14,12.94,938.654
approval,8,7.95,598.6880000000001
approve,7,7.89,668.219
approved,8,7.89,730.71
approves,8,7.89,695.0559999999999
approving,9,7.89,647.9689999999999
approximate,11,10.7,802.4409999999999
approximated,12,10.7,859.97
approximation,13,12.56,745.625
approximations,14,12.56,923.767
apricot,7,6.15,733.971
apron,5,6.75,784.125
aprons,6,6.75,734.818
apse,4,12.744,1046.75
apt,3,12.5,762.903
aptitude,8,12.39,866.5930000000001
aptitudes,9,12.39,857.5930000000001
aqualung,8,14.79,690.429
aquamarine,10,9.94,711.24
aquaplane,9,13.54,1262.636
aquarium,8,6.84,788.4
aquatic,7,9.44,734.375
aqueduct,8,11.61,790.636
aqueducts,9,11.61,876.3639999999999
aqueous,7,11.75,916.364
arabesque,9,13,857.2669999999999
arachnid,8,11.88,1066.1539999999998
arbiter,7,16.42,722.071
arbitrary,9,14.06,834.7740000000001
arbitrate,9,14.74,954.593
arbitration,11,14.25,983.667
arbitrator,10,14.37,918.222
arbor,5,11.028,644.133
arboreal,8,14.42,1127
arboretum,9,13.56,983
arc,3,9.419,622.939
arcade,6,7.79,678.182
arcades,7,7.79,771.545
arcane,6,14.93,844.714
arch,4,8.26,606.515
archaeological,14,9.44,1038.259
archaeologist,13,9.68,1001.621
archaeologists,14,9.68,1011.536
archaeology,11,10,836.5619999999999
archaic,7,14.5,776.333
archaism,8,15.42,833.9499999999999
archangel,9,11.53,883.818
archangels,10,11.53,879.64
archbishop,10,10.45,768.0740000000001
archdeacon,10,15.23,1326.3639999999998
archdiocese,11,11.94,871.818
archduke,8,11.59,767.636
arched,6,9.89,689.25
archenemy,9,11.28,1188.909
archeological,13,9.44,836
archer,6,9.227,706.548
archery,7,9.06,672.3549999999999
arches,6,8.26,682.719
archetype,9,13.87,961.043
archipelago,11,13.18,847.933
architect,9,10.12,800.938
architectonic,13,14.14,1067.833
architects,10,10.12,844.6
architectural,13,12.25,961.71
architecture,12,10.06,842
architectures,13,10.06,1021.5
archives,8,10.879,651.2730000000001
archway,7,10.06,818.5669999999999
arcs,4,9.419,855.259
Arctic,6,7.79,923.219
ardent,6,13.27,753.818
ardor,5,13.82,745.059
arduous,7,13.92,866.053
are,3,5.11,640.156
area,4,6.58,579.6
areas,5,6.58,688.6569999999999
arena,5,9.57,721.406
arenas,6,9.57,813.387
Argentine,9,13.31,915.3
argon,5,15.19,841.968
argue,5,4.61,642.625
argued,6,4.61,669.094
argues,6,4.61,707.2
arguing,7,4.61,712.206
argument,8,7.55,613.853
argumentative,13,11.5,1007.038
arguments,9,7.55,680.7740000000001
aria,4,13.75,817
arid,4,11.38,754.88
arise,5,6.89,652.677
arisen,6,6.89,899.429
arises,6,6.89,705.697
arising,7,6.89,706.5830000000001
aristocracy,11,11,925.031
aristocrat,10,11.88,963.5
aristocratic,12,12.06,929.138
aristocrats,11,11.88,807.8119999999999
arithmetic,10,7.16,851.029
arithmetical,12,11,937.778
ark,3,7.17,719.5930000000001
arm,3,3.26,671.8569999999999
armada,6,13.53,779.7890000000001
armadillo,9,8.609,807.3209999999999
Armageddon,10,11.83,826.71
armament,8,13.73,917.182
armaments,9,13.73,1025.5
armature,8,14.3,877.4
armband,7,10,794.9689999999999
armchair,8,6.56,650.636
armchairs,9,6.56,795.875
armed,5,8.72,629.382
armful,6,9.61,713.121
armies,6,7.15,702.71
armistice,9,14,947.038
armload,7,9,748.71
armoire,7,12.37,905.8
armor,5,7.17,699.645
armored,7,9.5,702.438
armory,6,11,786.25
armpit,6,6,769
armpits,7,6,801.414
arms,4,3.739,589.114
army,4,7.15,586.909
aroma,5,9.47,656.3119999999999
aromas,6,9.47,761.3549999999999
aromatic,8,11.05,764.6669999999999
arose,5,6.89,635.906
around,6,5.945,581.0609999999999
arousal,7,12.94,662.0609999999999
arouse,6,12.63,639.4689999999999
aroused,7,12.63,646.471
arouses,7,12.63,708.6880000000001
arousing,8,12.63,704.7740000000001
arpeggio,8,13.85,1302.571
arraign,7,12.38,1077.889
arraigned,9,12.38,893.5
arraigning,10,12.38,1010.308
arraignment,11,16.44,1027
arrange,7,8.28,676.129
arranged,8,8.28,655.303
arrangement,11,9.89,661.03
arrangements,12,9.89,703.645
arranges,8,8.28,790.906
arranging,9,8.28,840.625
arrant,6,11.5,804.5
array,5,10.79,672.419
arrears,7,16.62,719.8569999999999
arrest,6,7.47,643.406
arrested,8,7.47,710.853
arresting,9,7.47,705.742
arrests,7,7.47,667.743
arrival,7,8.06,596.5
arrivals,8,8.06,642.613
arrive,6,6.26,582.594
arrived,7,6.26,698.4549999999999
arrives,7,6.26,696
arriving,8,6.26,709.882
arrogance,9,11.72,730.4689999999999
arrogant,8,9.95,744.6
arrow,5,6.07,629.1880000000001
arrowroot,9,12,1028.4550000000002
arrows,6,6.07,596.257
arsenal,7,11.79,828.333
arsenic,7,11.83,855.424
arson,5,11.2,711.3549999999999
art,3,6.21,521.742
arterial,8,14.5,943
arteries,8,13.06,850.8209999999999
arteriosclerosis,16,16.6,1386.3
artery,6,13.06,838.393
artful,6,9.56,765.935
arthritic,9,12.3,750.8569999999999
arthritis,9,11.67,885.618
artichoke,9,10,696.6790000000001
article,7,8.61,610.118
articles,8,8.61,680.387
articulate,10,13,864.882
articulated,11,13,908.345
articulation,12,12.63,857.176
artifact,8,10.33,788.9689999999999
artifacts,9,10.33,744.75
artificial,10,10.16,714.677
artillery,9,10.68,766.871
artisan,7,12.95,746.8619999999999
artisans,8,12.95,798.3209999999999
artist,6,6.78,615.182
artiste,7,12.29,1250.429
artistic,8,9.17,709.0609999999999
artistry,8,10.58,753.536
artists,7,6.78,680.909
artless,7,13.82,713.207
arts,4,5.966,544.4689999999999
arty,4,9.57,932.533
as,2,6.104,653.094
asbestos,8,13.95,874.087
ascend,6,10.67,787.393
ascendancy,10,16,1022.957
ascended,8,10.67,834.906
ascending,9,10.84,786.486
ascension,9,12.71,815.4
ascent,6,10.74,800.75
ascertain,9,12.68,888.933
ascertainable,13,15.6,1174.591
ascertained,11,12.68,936.192
ascetic,7,14.43,864.4780000000001
ascribe,7,15.28,836.6669999999999
ascribed,8,15.28,907
aseptic,7,14.07,1028.556
asexual,7,16,847.4639999999999
ash,3,6.627,623
ashamed,7,7.11,663.7740000000001
ashcan,6,10.67,989.6
ashen,5,12.5,704.545
ashes,5,7.064,593.968
ashore,6,9.067,879.7930000000001
ashtray,7,5.95,716.433
ashtrays,8,5.95,909.759
ashy,4,8.61,836.214
aside,5,7.895,731.5
asinine,7,12.71,955.222
ask,3,2.89,552
asked,5,2.89,562.935
askew,5,11,794.526
asking,6,2.89,554.182
asks,4,2.89,634.9689999999999
asleep,6,4.47,687.5
asp,3,10.69,809.143
asparagus,9,6.79,816.7810000000001
aspect,6,10.35,667.1940000000001
aspects,7,10.35,738.1469999999999
aspen,5,10.037,776.094
asphalt,7,8.89,719.971
asphyxiate,10,13.06,967.176
asphyxiation,12,15.12,1060.944
aspirate,8,14.41,914.179
aspiration,10,11.47,765.8669999999998
aspirations,11,11.47,736.212
aspire,6,11.83,647.156
aspired,7,11.83,633.724
aspires,7,11.83,753.9669999999999
aspirin,7,7.95,711.75
aspiring,8,11,703.618
ass,3,7.84,649.375
assail,6,12.24,820.3159999999999
assailant,9,12.44,853.655
assailants,10,12.44,852.742
assailed,8,12.24,772.3199999999999
assailing,9,12.24,885.111
assassin,8,11.28,757.0669999999999
assassinate,11,10.11,845.2760000000001
assassinated,12,10.11,816.1519999999999
assassination,13,9.05,932.828
assassins,9,11.28,794.379
assault,7,10.21,654.156
assaulted,9,10.21,687.5169999999999
assaulting,10,10.21,742.5
assaults,8,10.21,677.406
assay,5,15,814.571
assemblage,10,14.29,855.333
assemble,8,8.72,619.242
assembled,9,8.72,675.1519999999999
assemblies,10,6.94,888.6669999999999
assembling,10,8.72,728.543
assembly,8,6.94,602
assemblyman,11,12.89,1089.125
assent,6,11.29,706.393
assert,6,10.83,657.6669999999999
asserted,8,10.83,772.879
asserting,9,10.83,707.7810000000001
assertion,9,12.24,759.636
assertions,10,12.24,770.5619999999999
assertive,9,10.44,707.2730000000001
assertiveness,13,11.35,893.531
asserts,7,10.83,676.882
asses,5,7.84,763.31
assess,6,11.37,748.828
assessed,8,11.37,840.37
assessing,9,11.37,704.333
assessment,10,11.95,727.6
assessments,11,11.95,770.172
assessor,8,14.79,915.125
assessors,9,14.79,969.364
asset,5,11.79,665.8
assets,6,11.79,641.69
asshole,7,9.52,752.129
assiduous,9,13.21,833.471
assign,6,8.56,665.2730000000001
assignation,11,12.93,704.714
assigned,8,8.56,621.629
assigning,9,8.56,766.387
assignment,10,7,679.9
assignments,11,7,688
assigns,7,8.56,786.656
assimilate,10,12.95,792.742
assimilated,11,12.95,781.9409999999999
assimilation,12,15.07,838.387
assist,6,8.75,672.265
assistance,10,8.84,664.6669999999999
assistant,9,8.61,660.909
assistants,10,8.61,728.6669999999999
assisted,8,8.75,803.433
assisting,9,8.75,832.094
assists,7,8.75,603.371
associate,9,10.83,652.375
associated,10,10.83,756.324
associates,10,10.83,638.594
associating,11,10.83,791.406
association,11,10.76,705.219
associations,12,10.76,687.2730000000001
assorted,8,9.32,689.727
assortment,10,8.72,710.613
assuage,7,15.18,712.211
assuaged,8,15.18,878.8
assume,6,8.21,572.8389999999999
assumed,7,8.21,621.8119999999999
assumes,7,8.21,612.879
assuming,8,8.21,658.5880000000001
assumption,10,10.2,676.0649999999999
assumptions,11,10.2,678.758
assurance,9,12.33,686.0649999999999
assurances,10,12.33,699.1469999999999
assure,6,12.06,736.406
assured,7,12.06,659
assures,7,12.06,712.4549999999999
assuring,8,12.06,760.2330000000001
aster,5,13,890.944
asterisk,8,11.94,836
asterisks,9,11.94,841.4669999999999
asteroid,8,8.6,784.029
asthma,6,10.39,732
asthmatic,9,8.72,814.5559999999999
astigmatism,11,13.53,879.059
astonish,8,12.21,698.406
astonished,10,10.58,727.71
astonishing,11,9.11,786.8439999999999
astonishment,12,10.11,823.6669999999999
astound,7,12.41,809.6790000000001
astounded,9,11.4,824.8669999999998
astral,6,13.2,738.7330000000001
astray,6,10.303,671.3569999999999
astringent,10,13.89,802.154
astrodome,9,12.69,990.875
astrolabe,9,13.511,948.556
astrology,9,9.53,749.879
astronaut,9,6.28,910.133
astronomer,10,9.85,908.062
astronomical,12,12.5,987.179
astronomy,9,9,679.758
astrophysics,12,13.3,945.593
astute,6,14.69,876.385
astuteness,10,13,997.714
asylum,6,13.1,744.6790000000001
asymmetric,10,12.28,900.1669999999999
asymmetrical,12,12.11,935.129
asymmetry,9,11.68,926.931
at,2,4.037,651.8
ate,3,2.78,608.697
atheism,7,12.69,904.545
atheist,7,12.18,734.7040000000001
atheistic,9,15.4,880.8389999999999
atheists,8,12.18,765.385
athlete,7,7.11,647.4669999999999
athletes,8,7.11,698.091
athletic,8,8.55,702.714
athleticism,11,10.05,974.148
athletics,9,8.35,646.0609999999999
atlas,5,7.9,650.091
atmosphere,10,9.79,698.5880000000001
atmospheres,11,9.79,774.8439999999999
atmospheric,11,10.11,767.75
atoll,5,14.65,799.714
atom,4,9.68,636.333
atomic,6,10.16,662.2730000000001
atomize,7,13.24,769.906
atoms,5,9.68,624.938
atonal,6,12.82,946.2
atone,5,12.12,768.571
atonement,9,11.79,858.889
atrocious,9,11.95,869.739
atrocities,10,13.39,846.8
atrocity,8,13.39,913.88
atrophied,9,15.5,1018.667
atrophy,7,15.5,912.038
attach,6,6.39,673.303
attache,7,14.31,773.3119999999999
attached,8,6.39,646.333
attaches,8,6.39,718.4549999999999
attaching,9,6.39,698.6
attachment,10,10.11,631.226
